session_id,customer_id,session_date,session_hour,device,browser,traffic_source,landing_page,pages_viewed,time_on_site_seconds,bounced,converted
S1030399,,2024-04-02,11,Mobile,Chrome,Direct,/category,1,21,True,False
S1030400,19720,2024-06-08,7,Desktop,Chrome,Organic Search,/,3,62,False,False
S1030401,,2024-07-08,20,Mobile,Chrome,Referral,/,1,35,True,False
S1030402,,2024-03-30,9,Mobile,Chrome,Organic Search,/,1,98,True,False
S1030403,17785,2024-10-25,5,Desktop,Chrome,Social,/products,1,100,True,False
S1030404,,2024-07-01,11,Desktop,Chrome,Paid Search,/sale,1,76,True,False
S1030405,,2024-02-18,15,Mobile,Chrome,Organic Search,/,1,50,True,False
S1030406,,2024-01-26,8,Desktop,Chrome,Organic Search,/,1,108,True,False
S1030407,12712,2024-04-22,20,Tablet,Other,Paid Search,/,2,224,False,False
S1030408,12283,2024-10-13,11,Mobile,Edge,Social,/,1,94,True,False
S1030409,,2024-05-12,12,Mobile,Chrome,Email,/,1,61,True,False
S1030410,17414,2024-02-14,11,Desktop,Firefox,Organic Search,/new-arrivals,1,69,True,False
S1030411,,2024-06-30,19,Desktop,Edge,Direct,/,1,58,True,False
S1030412,19492,2024-07-30,19,Desktop,Safari,Organic Search,/sale,1,100,True,False
S1030413,13606,2024-05-12,21,Desktop,Chrome,Organic Search,/products,1,61,True,False
S1030414,,2024-04-02,9,Mobile,Safari,Paid Search,/products,1,111,True,False
S1030415,19122,2024-10-21,10,Mobile,Firefox,Organic Search,/,1,76,True,False
S1030416,11085,2024-03-15,17,Mobile,Edge,Social,/products,1,74,True,False
S1030417,,2024-02-27,10,Desktop,Firefox,Organic Search,/,1,84,True,False
S1030418,17997,2024-05-20,7,Mobile,Firefox,Direct,/sale,2,129,False,False
S1030419,,2024-07-26,21,Desktop,Edge,Paid Search,/sale,4,364,False,False
S1030420,,2024-05-02,16,Mobile,Safari,Organic Search,/new-arrivals,1,20,True,False
S1030421,11079,2024-09-26,9,Tablet,Chrome,Paid Search,/products,1,26,True,False
S1030422,,2024-10-14,17,Mobile,Safari,Organic Search,/sale,1,117,True,False
S1030423,,2024-07-23,18,Tablet,Chrome,Email,/category,3,234,False,False
S1030424,,2024-02-19,19,Tablet,Chrome,Direct,/products,4,299,False,False
S1030425,11925,2024-07-28,19,Desktop,Chrome,Direct,/products,1,48,True,False
S1030426,,2024-05-14,17,Desktop,Safari,Direct,/,4,232,False,False
S1030427,15452,2024-03-26,16,Desktop,Safari,Referral,/sale,1,40,True,False
S1030428,,2024-05-08,21,Desktop,Firefox,Direct,/new-arrivals,1,97,True,False
S1030429,10191,2024-09-05,7,Desktop,Safari,Organic Search,/,2,76,False,False
S1030430,17110,2024-01-02,3,Desktop,Chrome,Organic Search,/,1,37,True,False
S1030431,,2024-02-20,10,Mobile,Safari,Paid Search,/category,2,188,False,False
S1030432,11657,2024-06-23,20,Desktop,Chrome,Direct,/category,1,44,True,False
S1030433,17562,2024-09-15,20,Desktop,Chrome,Organic Search,/category,1,90,True,False
S1030434,18076,2024-05-12,2,Desktop,Chrome,Social,/products,1,83,True,False
S1030435,18436,2024-04-20,9,Desktop,Safari,Organic Search,/category,1,47,True,False
S1030436,,2024-07-31,23,Desktop,Safari,Email,/category,1,33,True,False
S1030437,16104,2024-06-16,14,Desktop,Chrome,Direct,/category,1,71,True,False
S1030438,11946,2024-02-07,10,Desktop,Firefox,Direct,/category,1,51,True,False
S1030439,,2024-05-20,19,Mobile,Chrome,Social,/category,1,61,True,False
S1030440,18648,2024-10-18,15,Mobile,Other,Direct,/category,1,48,True,False
S1030441,14492,2024-09-10,10,Mobile,Safari,Direct,/category,1,74,True,False
S1030442,,2024-04-15,17,Mobile,Safari,Direct,/sale,1,112,True,False
S1030443,,2024-09-03,9,Mobile,Chrome,Organic Search,/new-arrivals,2,187,False,False
S1030444,,2024-02-03,22,Desktop,Chrome,Paid Search,/products,1,69,True,False
S1030445,10693,2024-05-16,10,Mobile,Chrome,Organic Search,/sale,1,92,True,False
S1030446,,2024-07-22,11,Mobile,Safari,Direct,/products,2,199,False,False
S1030447,14967,2024-02-12,11,Mobile,Edge,Social,/sale,2,224,False,False
S1030448,,2024-07-09,1,Mobile,Chrome,Paid Search,/products,1,86,True,False
S1030449,,2024-06-22,19,Mobile,Chrome,Email,/category,1,45,True,False
S1030450,,2024-03-01,12,Desktop,Safari,Organic Search,/sale,1,83,True,False
S1030451,12437,2024-08-31,10,Mobile,Chrome,Direct,/category,1,82,True,False
S1030452,12101,2024-05-28,17,Mobile,Chrome,Direct,/new-arrivals,1,44,True,False
S1030453,,2024-04-17,21,Desktop,Chrome,Paid Search,/,1,56,True,False
S1030454,12953,2024-02-07,10,Desktop,Chrome,Organic Search,/new-arrivals,1,21,True,False
S1030455,,2024-05-25,7,Desktop,Chrome,Paid Search,/sale,1,89,True,False
S1030456,,2024-05-30,16,Desktop,Chrome,Organic Search,/products,2,225,False,False
S1030457,19419,2024-07-23,16,Mobile,Chrome,Direct,/,1,86,True,False
S1030458,,2024-02-10,20,Desktop,Chrome,Paid Search,/,1,90,True,False
S1030459,,2024-02-12,14,Desktop,Chrome,Organic Search,/category,1,112,True,False
S1030460,13809,2024-09-19,16,Tablet,Chrome,Email,/sale,1,118,True,False
S1030461,,2024-04-07,18,Mobile,Chrome,Direct,/category,1,65,True,False
S1030462,15713,2024-09-23,13,Mobile,Chrome,Referral,/new-arrivals,6,340,False,False
S1030463,19494,2024-04-29,13,Mobile,Chrome,Paid Search,/sale,1,28,True,False
S1030464,11628,2024-03-23,9,Mobile,Chrome,Direct,/products,1,43,True,False
S1030465,,2024-01-05,16,Mobile,Chrome,Organic Search,/products,1,47,True,False
S1030466,10177,2024-05-19,21,Desktop,Chrome,Referral,/new-arrivals,1,104,True,False
S1030467,16433,2024-10-16,10,Desktop,Chrome,Email,/products,1,91,True,False
S1030468,14079,2024-07-20,2,Tablet,Chrome,Organic Search,/new-arrivals,1,45,True,False
S1030469,11633,2024-08-18,18,Mobile,Chrome,Direct,/products,1,79,True,False
S1030470,12594,2024-07-31,16,Desktop,Safari,Organic Search,/sale,1,27,True,False
S1030471,,2024-02-22,18,Mobile,Firefox,Organic Search,/,1,110,True,False
S1030472,10933,2024-08-07,10,Desktop,Chrome,Organic Search,/,1,98,True,False
S1030473,,2024-06-09,23,Mobile,Safari,Organic Search,/category,1,29,True,False
S1030474,,2024-08-21,12,Desktop,Chrome,Paid Search,/products,1,22,True,False
S1030475,,2024-02-28,19,Desktop,Firefox,Organic Search,/category,4,274,False,False
S1030476,,2024-09-11,1,Mobile,Chrome,Paid Search,/,1,56,True,False
S1030477,11655,2024-09-26,11,Tablet,Safari,Direct,/products,1,79,True,False
S1030478,,2024-06-13,10,Desktop,Chrome,Organic Search,/new-arrivals,1,36,True,False
S1030479,18008,2024-02-29,14,Tablet,Edge,Direct,/sale,1,71,True,False
S1030480,10875,2024-04-07,2,Desktop,Safari,Organic Search,/new-arrivals,1,21,True,False
S1030481,,2024-06-19,8,Tablet,Chrome,Direct,/,1,79,True,False
S1030482,,2024-05-10,21,Desktop,Safari,Direct,/category,1,77,True,False
S1030483,,2024-02-27,19,Mobile,Chrome,Organic Search,/new-arrivals,1,49,True,False
S1030484,12586,2024-02-20,21,Tablet,Chrome,Referral,/,1,84,True,False
S1030485,19079,2024-04-09,15,Tablet,Chrome,Direct,/category,1,112,True,False
S1030486,,2024-04-28,23,Mobile,Chrome,Paid Search,/sale,1,119,True,False
S1030487,14370,2024-02-07,13,Mobile,Safari,Organic Search,/,1,69,True,False
S1030488,,2024-10-12,2,Mobile,Chrome,Direct,/new-arrivals,1,46,True,False
S1030489,12078,2024-01-14,11,Desktop,Safari,Organic Search,/sale,1,37,True,False
S1030490,,2024-02-03,9,Mobile,Safari,Paid Search,/category,1,98,True,False
S1030491,,2024-10-28,17,Mobile,Chrome,Social,/products,1,27,True,False
S1030492,19764,2024-02-27,20,Mobile,Chrome,Email,/sale,2,41,False,False
S1030493,,2024-01-15,10,Mobile,Chrome,Organic Search,/sale,1,79,True,False
S1030494,,2024-10-01,17,Tablet,Chrome,Organic Search,/new-arrivals,1,71,True,False
S1030495,,2024-10-19,7,Mobile,Chrome,Direct,/new-arrivals,1,65,True,False
S1030496,10986,2024-03-24,18,Desktop,Chrome,Referral,/new-arrivals,1,28,True,False
S1030497,,2024-03-27,20,Tablet,Chrome,Organic Search,/products,1,102,True,False
S1030498,16549,2024-04-20,11,Mobile,Safari,Direct,/new-arrivals,1,60,True,False
S1030499,16211,2024-02-24,22,Desktop,Chrome,Social,/category,1,75,True,False
S1030500,,2024-03-22,14,Desktop,Chrome,Direct,/new-arrivals,2,92,False,False
S1030501,,2024-06-06,9,Mobile,Safari,Organic Search,/sale,1,63,True,False
S1030502,12566,2024-07-04,12,Desktop,Edge,Direct,/category,1,117,True,False
S1030503,,2024-05-05,18,Mobile,Chrome,Organic Search,/products,1,114,True,False
S1030504,,2024-06-25,19,Tablet,Safari,Direct,/,1,107,True,False
S1030505,,2024-10-22,18,Desktop,Safari,Paid Search,/sale,3,244,False,False
S1030506,19428,2024-07-11,21,Mobile,Firefox,Direct,/category,1,26,True,False
S1030507,10070,2024-04-13,16,Mobile,Safari,Organic Search,/products,1,28,True,False
S1030508,,2024-07-21,20,Mobile,Firefox,Direct,/new-arrivals,1,67,True,False
S1030509,,2024-03-31,2,Mobile,Chrome,Paid Search,/category,1,71,True,False
S1030510,,2024-06-30,11,Desktop,Safari,Organic Search,/sale,9,649,False,False
S1030511,,2024-05-16,10,Desktop,Firefox,Email,/,1,73,True,False
S1030512,19163,2024-06-25,19,Mobile,Chrome,Paid Search,/category,1,102,True,False
S1030513,15745,2024-10-26,21,Mobile,Safari,Direct,/category,1,95,True,False
S1030514,,2024-05-09,8,Desktop,Chrome,Direct,/category,1,76,True,False
S1030515,14276,2024-02-13,12,Mobile,Firefox,Organic Search,/new-arrivals,4,402,False,False
S1030516,18597,2024-08-02,10,Tablet,Safari,Email,/new-arrivals,1,36,True,False
S1030517,17391,2024-10-12,9,Desktop,Safari,Direct,/new-arrivals,1,32,True,False
S1030518,,2024-03-30,2,Desktop,Chrome,Direct,/new-arrivals,1,82,True,False
S1030519,13639,2024-01-10,15,Desktop,Safari,Paid Search,/category,1,55,True,False
S1030520,,2024-02-05,8,Mobile,Firefox,Organic Search,/sale,6,518,False,False
S1030521,14087,2024-05-23,13,Desktop,Edge,Social,/new-arrivals,1,60,True,False
S1030522,18753,2024-04-30,15,Desktop,Safari,Organic Search,/products,1,63,True,False
S1030523,,2024-03-16,18,Desktop,Firefox,Organic Search,/sale,2,201,False,False
S1030524,,2024-04-12,20,Mobile,Other,Email,/category,1,56,True,False
S1030525,,2024-01-06,18,Tablet,Chrome,Direct,/new-arrivals,1,119,True,False
S1030526,10946,2024-07-25,14,Tablet,Firefox,Organic Search,/category,1,113,True,False
S1030527,13734,2024-10-11,13,Desktop,Chrome,Paid Search,/new-arrivals,1,88,True,False
S1030528,15875,2024-02-11,11,Desktop,Safari,Direct,/sale,1,59,True,False
S1030529,14731,2024-06-15,18,Desktop,Safari,Direct,/products,1,80,True,False
S1030530,,2024-04-19,11,Tablet,Chrome,Social,/,1,88,True,False
S1030531,12567,2024-07-17,11,Mobile,Safari,Paid Search,/products,1,72,True,False
S1030532,11608,2024-10-12,10,Mobile,Firefox,Organic Search,/products,2,68,False,False
S1030533,16314,2024-04-18,18,Mobile,Chrome,Paid Search,/products,1,105,True,False
S1030534,18009,2024-02-14,11,Tablet,Chrome,Organic Search,/sale,1,74,True,False
S1030535,,2024-07-06,4,Mobile,Chrome,Paid Search,/new-arrivals,1,117,True,False
S1030536,,2024-05-25,14,Tablet,Chrome,Paid Search,/new-arrivals,1,84,True,False
S1030537,14208,2024-09-29,15,Desktop,Chrome,Direct,/category,1,75,True,False
S1030538,,2024-06-22,9,Mobile,Chrome,Direct,/,1,44,True,False
S1030539,18122,2024-02-11,17,Mobile,Chrome,Organic Search,/sale,2,178,False,False
S1030540,,2024-07-17,21,Mobile,Chrome,Paid Search,/category,1,84,True,False
S1030541,,2024-01-05,9,Desktop,Chrome,Organic Search,/products,1,56,True,False
S1030542,,2024-08-31,9,Tablet,Chrome,Organic Search,/,1,93,True,False
S1030543,,2024-05-07,14,Desktop,Chrome,Email,/products,1,38,True,False
S1030544,,2024-05-05,10,Desktop,Chrome,Organic Search,/sale,1,48,True,False
S1030545,19869,2024-02-04,22,Mobile,Safari,Paid Search,/products,1,20,True,False
S1030546,15197,2024-05-05,12,Mobile,Chrome,Organic Search,/products,1,110,True,False
S1030547,15422,2024-03-14,11,Mobile,Chrome,Direct,/new-arrivals,1,107,True,False
S1030548,13400,2024-04-18,23,Mobile,Chrome,Direct,/sale,2,199,False,False
S1030549,12888,2024-06-15,13,Mobile,Firefox,Organic Search,/products,3,196,False,False
S1030550,16861,2024-06-26,23,Mobile,Chrome,Direct,/new-arrivals,1,63,True,False
S1030551,17411,2024-09-29,14,Mobile,Firefox,Email,/sale,1,93,True,False
S1030552,19197,2024-08-22,5,Tablet,Chrome,Direct,/category,1,83,True,False
S1030553,16558,2024-10-31,11,Desktop,Edge,Direct,/sale,2,139,False,False
S1030554,15860,2024-04-23,7,Mobile,Other,Organic Search,/category,1,65,True,False
S1030555,13171,2024-08-04,19,Desktop,Safari,Direct,/sale,1,46,True,False
S1030556,19809,2024-09-22,7,Desktop,Edge,Organic Search,/category,1,88,True,False
S1030557,13149,2024-02-08,21,Desktop,Chrome,Social,/products,1,70,True,False
S1030558,,2024-04-17,23,Desktop,Chrome,Direct,/new-arrivals,1,118,True,False
S1030559,16192,2024-09-06,17,Tablet,Chrome,Organic Search,/sale,1,21,True,False
S1030560,16610,2024-07-09,13,Tablet,Chrome,Organic Search,/new-arrivals,1,90,True,False
S1030561,16394,2024-10-12,11,Mobile,Chrome,Social,/new-arrivals,1,87,True,False
S1030562,,2024-09-22,11,Mobile,Chrome,Social,/category,1,35,True,False
S1030563,,2024-09-09,13,Mobile,Chrome,Email,/,1,58,True,False
S1030564,16001,2024-06-17,21,Mobile,Safari,Organic Search,/category,1,55,True,False
S1030565,,2024-10-21,13,Mobile,Edge,Email,/products,1,59,True,False
S1030566,,2024-05-26,11,Mobile,Chrome,Direct,/products,1,45,True,False
S1030567,,2024-03-31,13,Desktop,Chrome,Direct,/category,1,75,True,False
S1030568,,2024-02-23,7,Mobile,Safari,Paid Search,/,1,63,True,False
S1030569,18411,2024-01-31,15,Mobile,Firefox,Referral,/new-arrivals,1,98,True,False
S1030570,,2024-01-19,6,Mobile,Safari,Organic Search,/,1,37,True,False
S1030571,,2024-04-22,7,Desktop,Edge,Organic Search,/,1,99,True,False
S1030572,19232,2024-07-12,10,Mobile,Chrome,Email,/sale,1,70,True,False
S1030573,10815,2024-08-16,17,Mobile,Chrome,Organic Search,/category,1,63,True,False
S1030574,,2024-04-20,12,Desktop,Chrome,Paid Search,/category,2,152,False,False
S1030575,14555,2024-07-13,11,Desktop,Chrome,Direct,/sale,1,100,True,False
S1030576,,2024-06-05,3,Desktop,Chrome,Referral,/products,1,26,True,False
S1030577,13056,2024-01-05,8,Mobile,Chrome,Direct,/category,1,62,True,False
S1030578,,2024-02-03,15,Tablet,Safari,Direct,/products,5,403,False,False
S1030579,,2024-01-02,10,Mobile,Chrome,Paid Search,/,1,105,True,False
S1030580,15349,2024-01-22,22,Mobile,Chrome,Direct,/,1,28,True,False
S1030581,13513,2024-04-28,12,Desktop,Chrome,Organic Search,/new-arrivals,1,91,True,False
S1030582,19425,2024-03-20,9,Tablet,Safari,Email,/sale,1,68,True,False
S1030583,17225,2024-02-09,11,Desktop,Chrome,Organic Search,/sale,3,211,False,False
S1030584,18245,2024-05-02,23,Mobile,Firefox,Organic Search,/products,1,57,True,False
S1030585,10402,2024-08-16,17,Tablet,Chrome,Email,/products,1,101,True,False
S1030586,,2024-08-31,12,Mobile,Chrome,Referral,/sale,1,110,True,False
S1030587,11843,2024-03-01,22,Mobile,Chrome,Organic Search,/products,1,117,True,False
S1030588,19813,2024-08-12,23,Desktop,Chrome,Organic Search,/category,1,93,True,False
S1030589,13194,2024-07-16,11,Mobile,Chrome,Organic Search,/sale,1,24,True,False
S1030590,,2024-03-22,12,Mobile,Chrome,Organic Search,/,1,58,True,False
S1030591,15792,2024-04-21,7,Desktop,Edge,Direct,/products,1,102,True,False
S1030592,,2024-02-06,9,Mobile,Edge,Social,/new-arrivals,1,76,True,False
S1030593,12793,2024-06-26,20,Desktop,Chrome,Organic Search,/new-arrivals,1,117,True,False
S1030594,13845,2024-03-21,15,Tablet,Edge,Paid Search,/new-arrivals,1,25,True,False
S1030595,,2024-01-10,7,Desktop,Chrome,Paid Search,/new-arrivals,1,50,True,False
S1030596,19534,2024-09-17,10,Tablet,Safari,Direct,/category,1,66,True,False
S1030597,13991,2024-06-17,10,Desktop,Chrome,Organic Search,/,2,236,False,False
S1030598,10408,2024-09-23,11,Desktop,Chrome,Organic Search,/,1,99,True,False
S1030599,,2024-07-06,12,Mobile,Chrome,Paid Search,/sale,1,104,True,False
S1030600,18713,2024-04-09,23,Desktop,Chrome,Organic Search,/new-arrivals,1,114,True,False
S1030601,,2024-01-12,9,Mobile,Chrome,Organic Search,/sale,2,201,False,False
S1030602,,2024-03-08,19,Mobile,Safari,Social,/category,2,126,False,False
S1030603,18350,2024-07-13,8,Mobile,Safari,Email,/new-arrivals,1,118,True,False
S1030604,,2024-07-27,17,Desktop,Firefox,Organic Search,/new-arrivals,2,193,False,False
S1030605,19191,2024-04-19,12,Desktop,Firefox,Paid Search,/new-arrivals,1,108,True,False
S1030606,15204,2024-08-27,17,Mobile,Chrome,Organic Search,/,1,70,True,False
S1030607,,2024-08-05,21,Mobile,Safari,Direct,/new-arrivals,1,74,True,False
S1030608,17794,2024-07-29,19,Mobile,Safari,Direct,/products,1,66,True,False
S1030609,14443,2024-01-11,6,Mobile,Firefox,Paid Search,/products,1,38,True,False
S1030610,,2024-03-01,16,Tablet,Safari,Social,/,1,51,True,False
S1030611,13410,2024-03-05,13,Mobile,Other,Organic Search,/,1,75,True,False
S1030612,15352,2024-03-12,19,Mobile,Safari,Organic Search,/sale,2,59,False,False
S1030613,12372,2024-02-07,11,Mobile,Chrome,Paid Search,/new-arrivals,5,334,False,False
S1030614,15238,2024-05-28,6,Mobile,Chrome,Direct,/new-arrivals,1,34,True,False
S1030615,10855,2024-04-22,14,Mobile,Chrome,Referral,/,2,81,False,False
S1030616,12804,2024-03-15,11,Mobile,Chrome,Direct,/new-arrivals,1,63,True,False
S1030617,14844,2024-10-20,12,Desktop,Chrome,Organic Search,/sale,2,121,False,False
S1030618,17382,2024-10-18,15,Desktop,Firefox,Email,/category,1,70,True,False
S1030619,11832,2024-03-12,8,Mobile,Chrome,Email,/new-arrivals,1,26,True,False
S1030620,15677,2024-02-01,9,Desktop,Chrome,Organic Search,/sale,1,82,True,False
S1030621,,2024-02-06,15,Mobile,Chrome,Referral,/new-arrivals,1,105,True,False
S1030622,,2024-08-08,12,Mobile,Chrome,Organic Search,/sale,1,45,True,False
S1030623,11182,2024-01-20,13,Mobile,Chrome,Referral,/category,1,79,True,False
S1030624,,2024-05-31,11,Desktop,Chrome,Referral,/new-arrivals,1,102,True,False
S1030625,12259,2024-10-08,7,Tablet,Chrome,Paid Search,/sale,1,77,True,False
S1030626,19860,2024-06-03,19,Mobile,Chrome,Paid Search,/products,1,23,True,False
S1030627,16869,2024-04-17,20,Mobile,Other,Organic Search,/,1,62,True,False
S1030628,18523,2024-07-17,11,Mobile,Edge,Organic Search,/category,1,72,True,False
S1030629,17100,2024-08-16,9,Desktop,Safari,Paid Search,/products,1,66,True,False
S1030630,11626,2024-02-20,11,Mobile,Chrome,Organic Search,/,1,104,True,False
S1030631,,2024-08-19,2,Tablet,Chrome,Organic Search,/,1,106,True,False
S1030632,17377,2024-07-13,17,Desktop,Chrome,Organic Search,/products,1,57,True,False
S1030633,17415,2024-04-02,17,Mobile,Chrome,Direct,/category,1,79,True,False
S1030634,,2024-03-24,12,Desktop,Chrome,Email,/,1,84,True,False
S1030635,,2024-10-09,11,Mobile,Chrome,Organic Search,/sale,1,75,True,False
S1030636,,2024-04-26,16,Mobile,Chrome,Direct,/sale,1,77,True,False
S1030637,18903,2024-02-12,21,Desktop,Safari,Organic Search,/sale,1,90,True,False
S1030638,18520,2024-06-09,19,Mobile,Safari,Direct,/products,1,72,True,False
S1030639,13662,2024-05-19,0,Desktop,Chrome,Social,/new-arrivals,1,62,True,False
S1030640,15850,2024-07-24,10,Desktop,Firefox,Email,/new-arrivals,1,47,True,False
S1030641,,2024-07-04,14,Tablet,Firefox,Direct,/new-arrivals,1,105,True,False
S1030642,17237,2024-09-04,10,Desktop,Safari,Organic Search,/new-arrivals,1,49,True,False
S1030643,13142,2024-05-27,22,Mobile,Safari,Direct,/new-arrivals,1,46,True,False
S1030644,,2024-07-26,11,Mobile,Chrome,Direct,/products,1,68,True,False
S1030645,,2024-02-20,10,Desktop,Safari,Paid Search,/,2,215,False,False
S1030646,10923,2024-06-28,1,Mobile,Safari,Organic Search,/new-arrivals,1,78,True,False
S1030647,,2024-05-16,9,Desktop,Chrome,Organic Search,/category,1,53,True,False
S1030648,,2024-01-30,1,Mobile,Chrome,Organic Search,/new-arrivals,1,114,True,False
S1030649,18372,2024-05-07,11,Mobile,Chrome,Social,/category,1,95,True,False
S1030650,,2024-05-02,15,Mobile,Chrome,Organic Search,/category,1,56,True,False
S1030651,12363,2024-09-12,1,Mobile,Chrome,Referral,/sale,2,118,False,False
S1030652,14174,2024-02-27,15,Mobile,Chrome,Direct,/new-arrivals,1,28,True,False
S1030653,,2024-03-17,21,Desktop,Chrome,Email,/sale,1,40,True,False
S1030654,13499,2024-01-25,19,Mobile,Safari,Organic Search,/sale,1,106,True,False
S1030655,15270,2024-04-18,9,Desktop,Safari,Organic Search,/category,1,32,True,False
S1030656,,2024-09-09,5,Mobile,Chrome,Organic Search,/category,1,110,True,False
S1030657,10810,2024-01-31,9,Mobile,Safari,Paid Search,/category,1,20,True,False
S1030658,13855,2024-05-18,0,Mobile,Safari,Paid Search,/new-arrivals,1,108,True,False
S1030659,11028,2024-08-06,22,Mobile,Chrome,Email,/sale,10,754,False,False
S1030660,,2024-10-15,16,Mobile,Safari,Social,/new-arrivals,3,92,False,False
S1030661,10613,2024-06-07,17,Mobile,Chrome,Referral,/new-arrivals,1,96,True,False
S1030662,19249,2024-06-27,19,Desktop,Firefox,Paid Search,/sale,1,64,True,False
S1030663,,2024-02-26,18,Desktop,Chrome,Organic Search,/,1,59,True,False
S1030664,,2024-02-24,15,Desktop,Chrome,Direct,/products,5,440,False,False
S1030665,17903,2024-06-08,10,Desktop,Safari,Paid Search,/products,1,54,True,False
S1030666,11361,2024-06-20,7,Mobile,Chrome,Email,/products,2,170,False,False
S1030667,12392,2024-04-02,20,Mobile,Chrome,Email,/,1,59,True,False
S1030668,15499,2024-05-05,16,Desktop,Chrome,Email,/new-arrivals,1,50,True,False
S1030669,,2024-03-16,11,Desktop,Edge,Direct,/sale,2,133,False,False
S1030670,,2024-10-20,7,Desktop,Chrome,Organic Search,/products,1,89,True,False
S1030671,,2024-02-09,8,Mobile,Chrome,Organic Search,/sale,1,43,True,False
S1030672,16929,2024-07-13,9,Mobile,Chrome,Direct,/sale,1,42,True,False
S1030673,12234,2024-10-23,17,Mobile,Chrome,Paid Search,/sale,1,95,True,False
S1030674,,2024-06-07,13,Mobile,Safari,Referral,/sale,1,23,True,False
S1030675,18325,2024-01-06,19,Mobile,Chrome,Direct,/products,1,74,True,False
S1030676,,2024-09-18,10,Mobile,Safari,Direct,/,2,66,False,False
S1030677,,2024-04-30,3,Mobile,Safari,Organic Search,/sale,1,58,True,False
S1030678,,2024-06-04,15,Desktop,Chrome,Paid Search,/,1,80,True,False
S1030679,,2024-04-07,18,Desktop,Chrome,Paid Search,/new-arrivals,1,56,True,False
S1030680,13108,2024-04-27,12,Desktop,Safari,Social,/category,1,63,True,True
S1030681,16021,2024-03-01,21,Desktop,Firefox,Social,/category,1,108,True,False
S1030682,,2024-01-04,20,Mobile,Safari,Social,/products,1,111,True,False
S1030683,10677,2024-01-01,11,Mobile,Edge,Organic Search,/sale,1,72,True,False
S1030684,,2024-01-11,15,Mobile,Chrome,Direct,/new-arrivals,1,36,True,False
S1030685,,2024-09-27,12,Mobile,Chrome,Email,/,1,41,True,False
S1030686,,2024-03-24,11,Mobile,Chrome,Referral,/products,1,55,True,False
S1030687,13517,2024-02-22,9,Mobile,Firefox,Social,/category,1,103,True,False
S1030688,,2024-10-28,9,Mobile,Edge,Organic Search,/products,1,49,True,False
S1030689,,2024-09-18,20,Desktop,Chrome,Social,/,1,39,True,False
S1030690,,2024-01-24,18,Mobile,Chrome,Email,/new-arrivals,1,53,True,False
S1030691,17391,2024-03-22,7,Mobile,Chrome,Direct,/products,1,111,True,False
S1030692,,2024-09-22,13,Desktop,Safari,Social,/sale,1,118,True,False
S1030693,13212,2024-03-15,7,Mobile,Chrome,Paid Search,/sale,1,107,True,False
S1030694,11970,2024-01-30,14,Mobile,Safari,Organic Search,/products,1,104,True,False
S1030695,14846,2024-09-01,2,Mobile,Chrome,Paid Search,/sale,1,95,True,False
S1030696,14781,2024-04-20,23,Mobile,Chrome,Social,/products,1,113,True,False
S1030697,19077,2024-05-16,9,Desktop,Edge,Organic Search,/sale,1,71,True,False
S1030698,,2024-09-10,10,Tablet,Chrome,Paid Search,/category,1,44,True,False
S1030699,14237,2024-09-11,10,Tablet,Chrome,Paid Search,/products,1,72,True,False
S1030700,11475,2024-05-11,9,Tablet,Chrome,Social,/,1,66,True,False
S1030701,17192,2024-06-07,5,Tablet,Chrome,Paid Search,/,1,114,True,True
S1030702,17601,2024-10-04,14,Mobile,Safari,Paid Search,/,1,67,True,False
S1030703,12756,2024-08-01,18,Desktop,Chrome,Social,/,1,61,True,False
S1030704,11616,2024-06-08,15,Mobile,Safari,Paid Search,/sale,1,56,True,False
S1030705,10810,2024-10-10,12,Desktop,Safari,Social,/sale,1,39,True,False
S1030706,,2024-06-29,21,Desktop,Safari,Organic Search,/category,1,79,True,False
S1030707,,2024-02-11,9,Desktop,Chrome,Organic Search,/products,2,101,False,False
S1030708,17816,2024-10-21,10,Mobile,Chrome,Paid Search,/,1,116,True,False
S1030709,,2024-07-15,8,Desktop,Chrome,Paid Search,/category,1,51,True,False
S1030710,14474,2024-10-16,18,Mobile,Chrome,Organic Search,/category,1,28,True,False
S1030711,11391,2024-05-14,12,Mobile,Safari,Paid Search,/products,2,175,False,False
S1030712,11406,2024-07-17,8,Mobile,Safari,Social,/,1,96,True,False
S1030713,,2024-10-11,16,Tablet,Chrome,Referral,/,1,87,True,False
S1030714,,2024-10-09,21,Desktop,Safari,Referral,/,1,106,True,False
S1030715,,2024-08-18,19,Mobile,Safari,Direct,/,1,51,True,False
S1030716,18636,2024-06-15,5,Mobile,Chrome,Direct,/sale,1,82,True,False
S1030717,11096,2024-05-02,8,Mobile,Chrome,Social,/category,1,106,True,False
S1030718,,2024-06-24,14,Mobile,Other,Organic Search,/,2,239,False,False
S1030719,18652,2024-06-14,12,Mobile,Chrome,Organic Search,/,4,91,False,False
S1030720,10936,2024-10-09,9,Mobile,Chrome,Direct,/,1,93,True,False
S1030721,14069,2024-10-15,11,Mobile,Safari,Direct,/products,1,47,True,False
S1030722,19376,2024-06-21,14,Mobile,Safari,Paid Search,/sale,1,33,True,False
S1030723,14308,2024-08-10,13,Desktop,Safari,Organic Search,/new-arrivals,1,55,True,False
S1030724,,2024-02-23,14,Tablet,Chrome,Direct,/,1,23,True,False
