ticket_id,customer_id,created_date,category,priority,status,resolved_date,resolution_hours,satisfaction_score,agent_id
TKT101350,18909,2024-06-03 00:00:00,Product Query,Medium,Resolved,2024-06-05 02:00:00,50,,AGT006
TKT101351,14665,2024-04-01 00:00:00,Returns,Low,Closed,2024-04-04 22:00:00,94,5,AGT014
TKT101352,18808,2024-10-10 00:00:00,Shipping,Medium,Closed,2024-10-10 22:00:00,22,1,AGT007
TKT101353,12985,2024-01-10 00:00:00,Order Issue,Low,Closed,2024-01-14 00:00:00,96,1,AGT015
TKT101354,18973,2024-05-03 00:00:00,Product Query,High,Closed,2024-05-03 06:00:00,6,2,AGT019
TKT101355,17872,2024-03-07 00:00:00,Technical,Medium,Open,,,,AGT011
TKT101356,18936,2024-05-17 00:00:00,Returns,Low,Resolved,2024-05-18 09:00:00,33,,AGT008
TKT101357,10526,2024-06-06 00:00:00,Shipping,Medium,In Progress,,,,AGT001
TKT101358,16860,2024-07-14 00:00:00,Order Issue,High,Closed,2024-07-14 21:00:00,21,2,AGT011
TKT101359,18455,2024-07-18 00:00:00,Returns,High,Open,,,,AGT008
TKT101360,18016,2024-01-13 00:00:00,Shipping,Low,In Progress,,,,AGT009
TKT101361,12459,2024-06-11 00:00:00,Returns,Medium,In Progress,,,,AGT020
TKT101362,14708,2024-04-19 00:00:00,Payment,Medium,Closed,2024-04-20 05:00:00,29,4,AGT007
TKT101363,15831,2024-09-12 00:00:00,Other,Medium,Resolved,2024-09-13 10:00:00,34,,AGT003
TKT101364,16113,2024-10-09 00:00:00,Shipping,Low,Open,,,,AGT015
TKT101365,13818,2024-06-21 00:00:00,Order Issue,Urgent,Resolved,2024-06-21 02:00:00,2,,AGT016
TKT101366,19323,2024-04-10 00:00:00,Payment,Low,Open,,,,AGT007
TKT101367,12823,2024-08-16 00:00:00,Technical,Medium,Closed,2024-08-18 08:00:00,56,4,AGT020
TKT101368,10106,2024-01-22 00:00:00,Returns,Medium,Closed,2024-01-24 14:00:00,62,5,AGT006
TKT101369,18808,2024-09-02 00:00:00,Other,Medium,Resolved,2024-09-04 01:00:00,49,,AGT006
TKT101370,14033,2024-08-02 00:00:00,Payment,Medium,Resolved,2024-08-03 06:00:00,30,,AGT009
TKT101371,16207,2024-02-20 00:00:00,Product Query,Medium,In Progress,,,,AGT009
TKT101372,11599,2024-08-18 00:00:00,Order Issue,High,In Progress,,,,AGT013
TKT101373,16387,2024-09-24 00:00:00,Shipping,Low,Resolved,2024-09-29 06:00:00,126,,AGT003
TKT101374,17460,2024-05-16 00:00:00,Returns,High,Closed,2024-05-16 14:00:00,14,4,AGT013
TKT101375,14964,2024-06-20 00:00:00,Product Query,Medium,In Progress,,,,AGT001
TKT101376,14545,2024-09-23 00:00:00,Product Query,Low,Closed,2024-09-25 10:00:00,58,3,AGT020
TKT101377,14867,2024-09-06 00:00:00,Product Query,Low,In Progress,,,,AGT020
TKT101378,13108,2024-08-27 00:00:00,Product Query,High,Closed,2024-08-27 23:00:00,23,3,AGT016
TKT101379,14133,2024-10-15 00:00:00,Order Issue,Low,Closed,2024-10-16 03:00:00,27,1,AGT015
TKT101380,10354,2024-03-03 00:00:00,Other,Low,Resolved,2024-03-08 16:00:00,136,,AGT015
TKT101381,17279,2024-06-24 00:00:00,Shipping,Medium,Resolved,2024-06-25 13:00:00,37,,AGT015
TKT101382,16573,2024-09-17 00:00:00,Order Issue,Medium,Open,,,,AGT019
TKT101383,12690,2024-09-11 00:00:00,Product Query,Low,Open,,,,AGT003
TKT101384,11738,2024-07-04 00:00:00,Order Issue,Low,Resolved,2024-07-09 07:00:00,127,,AGT001
TKT101385,15422,2024-05-14 00:00:00,Order Issue,Low,Resolved,2024-05-17 20:00:00,92,,AGT003
TKT101386,16063,2024-01-20 00:00:00,Product Query,Low,Closed,2024-01-25 04:00:00,124,1,AGT005
TKT101387,16035,2024-07-31 00:00:00,Order Issue,Low,Closed,2024-08-04 17:00:00,113,5,AGT016
TKT101388,17840,2024-05-16 00:00:00,Order Issue,Medium,Open,,,,AGT017
TKT101389,12794,2024-02-07 00:00:00,Payment,High,Closed,2024-02-07 23:00:00,23,2,AGT015
TKT101390,11648,2024-05-30 00:00:00,Shipping,High,Resolved,2024-05-30 04:00:00,4,,AGT002
TKT101391,15757,2024-09-16 00:00:00,Product Query,Medium,Resolved,2024-09-17 03:00:00,27,,AGT008
TKT101392,12748,2024-02-23 00:00:00,Payment,High,Open,,,,AGT019
TKT101393,12468,2024-07-11 00:00:00,Returns,Medium,Closed,2024-07-13 02:00:00,50,4,AGT002
TKT101394,19856,2024-07-10 00:00:00,Technical,Low,Closed,2024-07-13 06:00:00,78,1,AGT003
TKT101395,11424,2024-07-13 00:00:00,Shipping,Low,Closed,2024-07-17 18:00:00,114,5,AGT020
TKT101396,13957,2024-01-22 00:00:00,Payment,Medium,Resolved,2024-01-23 18:00:00,42,,AGT009
TKT101397,12738,2024-10-25 00:00:00,Order Issue,Medium,Closed,2024-10-25 13:00:00,13,1,AGT016
TKT101398,16247,2024-05-06 00:00:00,Order Issue,Medium,Open,,,,AGT002
TKT101399,15698,2024-04-02 00:00:00,Order Issue,Medium,Closed,2024-04-04 06:00:00,54,5,AGT003
TKT101400,12859,2024-09-04 00:00:00,Payment,Medium,Closed,2024-09-05 23:00:00,47,4,AGT012
TKT101401,14392,2024-09-11 00:00:00,Order Issue,High,Closed,2024-09-11 15:00:00,15,1,AGT020
TKT101402,10053,2024-03-15 00:00:00,Shipping,Low,Resolved,2024-03-19 03:00:00,99,,AGT009
TKT101403,17563,2024-01-17 00:00:00,Returns,High,Closed,2024-01-17 17:00:00,17,2,AGT016
TKT101404,18678,2024-06-27 00:00:00,Product Query,Low,Resolved,2024-07-01 20:00:00,116,,AGT016
TKT101405,15036,2024-01-14 00:00:00,Technical,Medium,Closed,2024-01-15 16:00:00,40,3,AGT012
TKT101406,14219,2024-06-07 00:00:00,Product Query,Urgent,Resolved,2024-06-07 05:00:00,5,,AGT015
TKT101407,12294,2024-04-07 00:00:00,Product Query,Medium,Closed,2024-04-09 11:00:00,59,1,AGT019
TKT101408,17982,2024-05-28 00:00:00,Product Query,High,In Progress,,,,AGT002
TKT101409,15581,2024-04-15 00:00:00,Order Issue,High,Resolved,2024-04-15 18:00:00,18,,AGT003
TKT101410,13505,2024-03-10 00:00:00,Payment,Medium,Closed,2024-03-12 09:00:00,57,4,AGT008
TKT101411,13581,2024-03-02 00:00:00,Payment,Medium,Closed,2024-03-03 19:00:00,43,3,AGT011
TKT101412,14342,2024-05-29 00:00:00,Order Issue,Medium,Resolved,2024-05-30 04:00:00,28,,AGT010
TKT101413,13302,2024-10-21 00:00:00,Payment,Low,In Progress,,,,AGT015
TKT101414,15062,2024-05-08 00:00:00,Order Issue,Medium,Resolved,2024-05-10 03:00:00,51,,AGT005
TKT101415,18088,2024-03-09 00:00:00,Order Issue,Low,Resolved,2024-03-11 13:00:00,61,,AGT007
TKT101416,18812,2024-08-10 00:00:00,Order Issue,Low,Closed,2024-08-15 08:00:00,128,5,AGT010
TKT101417,17408,2024-03-14 00:00:00,Shipping,Low,In Progress,,,,AGT014
TKT101418,13113,2024-08-11 00:00:00,Payment,Low,Closed,2024-08-15 02:00:00,98,5,AGT015
TKT101419,19746,2024-07-07 00:00:00,Order Issue,Medium,Resolved,2024-07-08 03:00:00,27,,AGT018
TKT101420,16384,2024-02-06 00:00:00,Returns,Medium,Open,,,,AGT019
TKT101421,10154,2024-01-22 00:00:00,Payment,High,Closed,2024-01-22 23:00:00,23,5,AGT010
TKT101422,18585,2024-02-10 00:00:00,Product Query,Low,Closed,2024-02-13 03:00:00,75,4,AGT012
TKT101423,15484,2024-06-25 00:00:00,Product Query,High,Open,,,,AGT002
TKT101424,11115,2024-04-19 00:00:00,Order Issue,Medium,In Progress,,,,AGT001
TKT101425,12133,2024-03-17 00:00:00,Shipping,Low,Closed,2024-03-21 10:00:00,106,2,AGT003
TKT101426,15638,2024-08-27 00:00:00,Product Query,High,Resolved,2024-08-27 07:00:00,7,,AGT018
TKT101427,16852,2024-03-23 00:00:00,Product Query,Low,Open,,,,AGT010
TKT101428,17494,2024-01-23 00:00:00,Returns,High,Closed,2024-01-23 13:00:00,13,5,AGT007
TKT101429,13582,2024-09-10 00:00:00,Other,High,In Progress,,,,AGT002
TKT101430,14551,2024-03-07 00:00:00,Payment,Medium,In Progress,,,,AGT015
TKT101431,16881,2024-08-27 00:00:00,Shipping,Medium,Closed,2024-08-29 23:00:00,71,5,AGT011
TKT101432,12985,2024-10-21 00:00:00,Order Issue,Low,Resolved,2024-10-22 03:00:00,27,,AGT009
TKT101433,15148,2024-04-30 00:00:00,Order Issue,Low,Closed,2024-05-05 12:00:00,132,4,AGT010
TKT101434,11952,2024-06-26 00:00:00,Returns,Medium,In Progress,,,,AGT008
TKT101435,19169,2024-06-27 00:00:00,Product Query,High,Open,,,,AGT009
TKT101436,15700,2024-05-11 00:00:00,Product Query,Medium,Closed,2024-05-12 20:00:00,44,5,AGT011
TKT101437,18719,2024-01-03 00:00:00,Order Issue,High,Closed,2024-01-03 08:00:00,8,2,AGT020
TKT101438,18495,2024-05-29 00:00:00,Order Issue,Medium,Closed,2024-05-31 17:00:00,65,5,AGT019
TKT101439,14545,2024-10-30 00:00:00,Technical,High,In Progress,,,,AGT001
TKT101440,16334,2024-03-03 00:00:00,Returns,Medium,Resolved,2024-03-03 19:00:00,19,,AGT014
TKT101441,19927,2024-09-24 00:00:00,Product Query,High,Closed,2024-09-24 13:00:00,13,1,AGT018
TKT101442,13166,2024-04-02 00:00:00,Order Issue,High,Closed,2024-04-02 15:00:00,15,5,AGT007
TKT101443,14031,2024-04-01 00:00:00,Order Issue,Low,Closed,2024-04-05 11:00:00,107,2,AGT006
TKT101444,13441,2024-06-05 00:00:00,Returns,Urgent,Closed,2024-06-05 03:00:00,3,1,AGT001
TKT101445,16665,2024-02-17 00:00:00,Shipping,Medium,In Progress,,,,AGT013
TKT101446,16569,2024-10-22 00:00:00,Order Issue,Low,Closed,2024-10-27 07:00:00,127,4,AGT020
TKT101447,18050,2024-04-04 00:00:00,Payment,High,Closed,2024-04-04 23:00:00,23,1,AGT009
TKT101448,14940,2024-03-15 00:00:00,Other,Medium,Resolved,2024-03-15 14:00:00,14,,AGT015
TKT101449,11731,2024-05-09 00:00:00,Returns,Medium,Resolved,2024-05-10 02:00:00,26,,AGT002
TKT101450,18595,2024-10-29 00:00:00,Payment,Medium,In Progress,,,,AGT005
TKT101451,17412,2024-10-02 00:00:00,Order Issue,Low,Closed,2024-10-03 18:00:00,42,4,AGT007
TKT101452,11408,2024-05-11 00:00:00,Product Query,High,Resolved,2024-05-11 22:00:00,22,,AGT007
TKT101453,16473,2024-10-07 00:00:00,Payment,High,Closed,2024-10-07 18:00:00,18,1,AGT014
TKT101454,12997,2024-10-07 00:00:00,Shipping,High,Closed,2024-10-07 15:00:00,15,1,AGT003
TKT101455,17457,2024-02-28 00:00:00,Payment,Urgent,Closed,2024-02-28 03:00:00,3,1,AGT010
TKT101456,13540,2024-08-06 00:00:00,Order Issue,Low,Resolved,2024-08-07 07:00:00,31,,AGT004
TKT101457,16729,2024-05-04 00:00:00,Order Issue,High,Resolved,2024-05-04 12:00:00,12,,AGT003
TKT101458,11275,2024-08-31 00:00:00,Product Query,Medium,Resolved,2024-08-31 20:00:00,20,,AGT002
TKT101459,13145,2024-09-17 00:00:00,Order Issue,Medium,Closed,2024-09-18 17:00:00,41,3,AGT006
TKT101460,17210,2024-10-18 00:00:00,Payment,Low,Open,,,,AGT017
TKT101461,11973,2024-06-04 00:00:00,Order Issue,Medium,Closed,2024-06-05 06:00:00,30,2,AGT005
TKT101462,10273,2024-06-04 00:00:00,Returns,Low,Resolved,2024-06-08 10:00:00,106,,AGT002
TKT101463,17644,2024-04-13 00:00:00,Technical,Low,Closed,2024-04-18 04:00:00,124,1,AGT013
TKT101464,18550,2024-06-07 00:00:00,Other,Medium,Open,,,,AGT019
TKT101465,13199,2024-03-31 00:00:00,Product Query,High,Closed,2024-03-31 17:00:00,17,2,AGT013
TKT101466,18456,2024-07-13 00:00:00,Returns,Low,Resolved,2024-07-17 02:00:00,98,,AGT014
TKT101467,11405,2024-06-24 00:00:00,Order Issue,Medium,Closed,2024-06-26 14:00:00,62,5,AGT013
TKT101468,14868,2024-04-02 00:00:00,Payment,Low,Closed,2024-04-03 22:00:00,46,5,AGT009
TKT101469,13874,2024-05-08 00:00:00,Returns,Medium,Resolved,2024-05-09 10:00:00,34,,AGT012
TKT101470,18969,2024-04-26 00:00:00,Order Issue,Medium,Closed,2024-04-27 22:00:00,46,1,AGT018
TKT101471,17334,2024-10-19 00:00:00,Other,Medium,Resolved,2024-10-20 23:00:00,47,,AGT005
TKT101472,19821,2024-06-15 00:00:00,Product Query,Medium,Resolved,2024-06-15 13:00:00,13,,AGT019
TKT101473,11027,2024-01-19 00:00:00,Returns,Low,Resolved,2024-01-22 12:00:00,84,,AGT011
TKT101474,19118,2024-10-08 00:00:00,Other,Medium,In Progress,,,,AGT001
TKT101475,19013,2024-06-06 00:00:00,Returns,Medium,Closed,2024-06-07 17:00:00,41,4,AGT016
TKT101476,13204,2024-09-20 00:00:00,Order Issue,Medium,Resolved,2024-09-22 03:00:00,51,,AGT001
TKT101477,16593,2024-04-20 00:00:00,Payment,High,Closed,2024-04-20 05:00:00,5,4,AGT017
TKT101478,19026,2024-08-23 00:00:00,Order Issue,Medium,In Progress,,,,AGT007
TKT101479,14304,2024-04-20 00:00:00,Other,Medium,Resolved,2024-04-22 04:00:00,52,,AGT009
TKT101480,17329,2024-02-27 00:00:00,Payment,Medium,Closed,2024-02-28 15:00:00,39,2,AGT009
TKT101481,11428,2024-02-04 00:00:00,Returns,High,Closed,2024-02-04 15:00:00,15,4,AGT015
TKT101482,16328,2024-07-09 00:00:00,Payment,Low,Closed,2024-07-11 13:00:00,61,3,AGT003
TKT101483,19446,2024-07-18 00:00:00,Payment,Urgent,Resolved,2024-07-18 01:00:00,1,,AGT014
TKT101484,13126,2024-01-17 00:00:00,Order Issue,High,Closed,2024-01-17 04:00:00,4,2,AGT017
TKT101485,16530,2024-01-04 00:00:00,Returns,Medium,In Progress,,,,AGT020
TKT101486,11784,2024-09-05 00:00:00,Technical,Medium,Closed,2024-09-06 07:00:00,31,4,AGT003
TKT101487,11425,2024-06-22 00:00:00,Payment,Low,Open,,,,AGT018
TKT101488,14692,2024-07-16 00:00:00,Product Query,Low,In Progress,,,,AGT010
TKT101489,18347,2024-01-18 00:00:00,Technical,Medium,Closed,2024-01-20 18:00:00,66,4,AGT018
TKT101490,12858,2024-07-11 00:00:00,Shipping,High,In Progress,,,,AGT018
TKT101491,12093,2024-06-01 00:00:00,Returns,Medium,Resolved,2024-06-01 22:00:00,22,,AGT010
TKT101492,14252,2024-08-08 00:00:00,Payment,Low,Closed,2024-08-12 15:00:00,111,1,AGT015
TKT101493,16897,2024-10-01 00:00:00,Product Query,Low,Closed,2024-10-06 03:00:00,123,5,AGT019
TKT101494,10962,2024-10-08 00:00:00,Order Issue,Medium,Resolved,2024-10-10 20:00:00,68,,AGT005
TKT101495,10397,2024-03-24 00:00:00,Other,Medium,Closed,2024-03-25 13:00:00,37,3,AGT002
TKT101496,10485,2024-01-18 00:00:00,Returns,High,Resolved,2024-01-18 15:00:00,15,,AGT002
TKT101497,12548,2024-06-30 00:00:00,Returns,Low,In Progress,,,,AGT020
TKT101498,15514,2024-03-16 00:00:00,Returns,Low,Closed,2024-03-20 01:00:00,97,3,AGT019
TKT101499,14772,2024-02-01 00:00:00,Order Issue,Low,Closed,2024-02-03 13:00:00,61,1,AGT014
TKT101500,17044,2024-09-29 00:00:00,Order Issue,Medium,Closed,2024-10-01 06:00:00,54,4,AGT006
TKT101501,16478,2024-03-25 00:00:00,Order Issue,High,Closed,2024-03-25 11:00:00,11,2,AGT013
TKT101502,19229,2024-06-01 00:00:00,Technical,Low,Closed,2024-06-05 05:00:00,101,1,AGT009
TKT101503,12794,2024-01-04 00:00:00,Shipping,Low,Open,,,,AGT007
TKT101504,19852,2024-09-29 00:00:00,Order Issue,Medium,Closed,2024-10-01 14:00:00,62,4,AGT013
TKT101505,14258,2024-03-31 00:00:00,Product Query,Low,Closed,2024-04-01 15:00:00,39,3,AGT020
TKT101506,15115,2024-07-14 00:00:00,Product Query,Urgent,Resolved,2024-07-14 01:00:00,1,,AGT016
TKT101507,15103,2024-08-02 00:00:00,Order Issue,High,Closed,2024-08-02 22:00:00,22,5,AGT003
TKT101508,17047,2024-07-04 00:00:00,Shipping,Low,Closed,2024-07-09 03:00:00,123,1,AGT010
TKT101509,17901,2024-08-16 00:00:00,Returns,Medium,In Progress,,,,AGT007
TKT101510,16836,2024-03-20 00:00:00,Product Query,Medium,Closed,2024-03-21 07:00:00,31,3,AGT012
TKT101511,15917,2024-01-19 00:00:00,Technical,Medium,Closed,2024-01-21 04:00:00,52,1,AGT014
TKT101512,19570,2024-05-31 00:00:00,Other,Medium,Closed,2024-06-01 16:00:00,40,5,AGT011
TKT101513,13262,2024-08-21 00:00:00,Technical,Medium,Closed,2024-08-23 22:00:00,70,2,AGT003
TKT101514,10382,2024-09-13 00:00:00,Payment,High,In Progress,,,,AGT004
TKT101515,19143,2024-02-20 00:00:00,Technical,Medium,Resolved,2024-02-20 18:00:00,18,,AGT011
TKT101516,18613,2024-08-07 00:00:00,Payment,Medium,Resolved,2024-08-07 15:00:00,15,,AGT005
TKT101517,12124,2024-05-18 00:00:00,Order Issue,Medium,Closed,2024-05-19 10:00:00,34,4,AGT004
TKT101518,15733,2024-01-08 00:00:00,Returns,Medium,Closed,2024-01-10 07:00:00,55,5,AGT003
TKT101519,14921,2024-01-30 00:00:00,Payment,Low,Resolved,2024-02-03 03:00:00,99,,AGT012
TKT101520,12977,2024-08-25 00:00:00,Returns,High,In Progress,,,,AGT010
TKT101521,17514,2024-09-21 00:00:00,Product Query,Low,Closed,2024-09-26 11:00:00,131,3,AGT011
TKT101522,18405,2024-04-01 00:00:00,Product Query,Low,Closed,2024-04-05 12:00:00,108,4,AGT004
TKT101523,12945,2024-09-06 00:00:00,Other,Medium,Open,,,,AGT008
TKT101524,17906,2024-04-11 00:00:00,Other,Low,Resolved,2024-04-16 07:00:00,127,,AGT010
TKT101525,10817,2024-08-11 00:00:00,Product Query,Low,Resolved,2024-08-13 16:00:00,64,,AGT020
TKT101526,12335,2024-01-26 00:00:00,Technical,Low,Resolved,2024-01-30 19:00:00,115,,AGT005
TKT101527,12724,2024-02-10 00:00:00,Returns,Medium,Resolved,2024-02-12 11:00:00,59,,AGT003
TKT101528,10817,2024-04-11 00:00:00,Order Issue,High,Closed,2024-04-11 15:00:00,15,5,AGT001
TKT101529,14144,2024-07-07 00:00:00,Returns,Medium,Closed,2024-07-09 07:00:00,55,5,AGT008
TKT101530,11814,2024-08-21 00:00:00,Shipping,Low,Closed,2024-08-25 03:00:00,99,2,AGT016
TKT101531,18167,2024-08-07 00:00:00,Order Issue,Medium,Closed,2024-08-09 03:00:00,51,5,AGT015
TKT101532,16956,2024-05-06 00:00:00,Returns,Medium,Resolved,2024-05-08 08:00:00,56,,AGT018
TKT101533,14342,2024-09-10 00:00:00,Shipping,Low,Closed,2024-09-12 23:00:00,71,5,AGT017
TKT101534,15899,2024-08-30 00:00:00,Product Query,Medium,Resolved,2024-08-31 21:00:00,45,,AGT020
TKT101535,17826,2024-03-26 00:00:00,Product Query,High,Closed,2024-03-26 08:00:00,8,4,AGT013
TKT101536,13965,2024-05-27 00:00:00,Returns,Medium,Closed,2024-05-28 00:00:00,24,4,AGT012
TKT101537,14772,2024-06-24 00:00:00,Order Issue,High,Closed,2024-06-24 20:00:00,20,5,AGT010
TKT101538,13648,2024-02-14 00:00:00,Returns,High,Closed,2024-02-14 13:00:00,13,5,AGT012
TKT101539,17627,2024-09-01 00:00:00,Order Issue,Low,In Progress,,,,AGT017
TKT101540,19706,2024-09-09 00:00:00,Payment,Urgent,Open,,,,AGT015
TKT101541,15408,2024-03-05 00:00:00,Other,Low,Closed,2024-03-10 19:00:00,139,4,AGT009
TKT101542,12511,2024-04-25 00:00:00,Payment,Low,Resolved,2024-04-26 20:00:00,44,,AGT011
TKT101543,14869,2024-01-13 00:00:00,Returns,High,Closed,2024-01-13 14:00:00,14,4,AGT016
TKT101544,10687,2024-07-03 00:00:00,Payment,Low,Resolved,2024-07-05 05:00:00,53,,AGT012
TKT101545,18532,2024-03-08 00:00:00,Product Query,Medium,Resolved,2024-03-09 22:00:00,46,,AGT005
TKT101546,17348,2024-03-14 00:00:00,Technical,Medium,Resolved,2024-03-15 11:00:00,35,,AGT005
TKT101547,10309,2024-05-17 00:00:00,Returns,High,Closed,2024-05-17 19:00:00,19,3,AGT009
TKT101548,19267,2024-06-13 00:00:00,Other,Medium,Resolved,2024-06-15 10:00:00,58,,AGT019
TKT101549,12697,2024-10-08 00:00:00,Returns,Low,In Progress,,,,AGT015
TKT101550,19856,2024-05-17 00:00:00,Technical,Medium,In Progress,,,,AGT011
TKT101551,10703,2024-08-31 00:00:00,Product Query,Low,Closed,2024-09-03 18:00:00,90,5,AGT011
TKT101552,16320,2024-06-27 00:00:00,Product Query,Medium,Closed,2024-06-27 21:00:00,21,4,AGT016
TKT101553,10802,2024-05-30 00:00:00,Order Issue,High,Resolved,2024-05-30 16:00:00,16,,AGT020
TKT101554,13161,2024-05-29 00:00:00,Order Issue,Low,Closed,2024-06-02 11:00:00,107,4,AGT012
TKT101555,15267,2024-08-16 00:00:00,Order Issue,Urgent,In Progress,,,,AGT005
TKT101556,12651,2024-05-03 00:00:00,Shipping,High,Open,,,,AGT010
TKT101557,13699,2024-05-10 00:00:00,Product Query,Low,Open,,,,AGT016
TKT101558,13236,2024-03-24 00:00:00,Product Query,Medium,Closed,2024-03-25 01:00:00,25,3,AGT015
TKT101559,14409,2024-03-17 00:00:00,Order Issue,High,Resolved,2024-03-17 10:00:00,10,,AGT008
TKT101560,12964,2024-05-31 00:00:00,Payment,Medium,Open,,,,AGT016
TKT101561,18202,2024-04-04 00:00:00,Other,High,Closed,2024-04-04 23:00:00,23,2,AGT007
TKT101562,12974,2024-09-21 00:00:00,Shipping,Medium,Closed,2024-09-22 14:00:00,38,4,AGT006
TKT101563,18595,2024-07-18 00:00:00,Shipping,Medium,Closed,2024-07-18 20:00:00,20,5,AGT014
TKT101564,10609,2024-02-02 00:00:00,Order Issue,Low,Closed,2024-02-06 14:00:00,110,5,AGT015
TKT101565,14900,2024-07-16 00:00:00,Returns,Medium,Resolved,2024-07-16 20:00:00,20,,AGT019
TKT101566,19848,2024-07-15 00:00:00,Order Issue,Urgent,In Progress,,,,AGT015
TKT101567,18147,2024-03-23 00:00:00,Payment,Medium,In Progress,,,,AGT006
TKT101568,15814,2024-05-06 00:00:00,Shipping,Low,Open,,,,AGT011
TKT101569,19455,2024-01-05 00:00:00,Payment,Medium,In Progress,,,,AGT012
TKT101570,10742,2024-04-27 00:00:00,Order Issue,Low,Resolved,2024-05-02 01:00:00,121,,AGT012
TKT101571,12643,2024-10-06 00:00:00,Product Query,Medium,Resolved,2024-10-08 03:00:00,51,,AGT016
TKT101572,15644,2024-09-06 00:00:00,Payment,Medium,Closed,2024-09-07 14:00:00,38,3,AGT013
TKT101573,18459,2024-06-01 00:00:00,Technical,Medium,Closed,2024-06-03 04:00:00,52,4,AGT018
TKT101574,15814,2024-10-09 00:00:00,Other,Medium,In Progress,,,,AGT018
TKT101575,12917,2024-08-09 00:00:00,Returns,Low,Closed,2024-08-11 02:00:00,50,2,AGT019
TKT101576,11616,2024-10-15 00:00:00,Order Issue,Medium,Closed,2024-10-16 01:00:00,25,2,AGT010
TKT101577,14668,2024-05-16 00:00:00,Shipping,Low,Resolved,2024-05-17 05:00:00,29,,AGT017
TKT101578,13133,2024-07-29 00:00:00,Product Query,Low,In Progress,,,,AGT020
TKT101579,10634,2024-10-31 00:00:00,Returns,Medium,Open,,,,AGT020
TKT101580,19898,2024-06-19 00:00:00,Shipping,Medium,Closed,2024-06-20 20:00:00,44,4,AGT010
TKT101581,14711,2024-08-25 00:00:00,Payment,Low,Open,,,,AGT010
TKT101582,15365,2024-08-05 00:00:00,Shipping,Urgent,Resolved,2024-08-05 01:00:00,1,,AGT001
TKT101583,11742,2024-10-02 00:00:00,Returns,Low,Resolved,2024-10-06 10:00:00,106,,AGT008
TKT101584,15253,2024-08-10 00:00:00,Order Issue,High,Resolved,2024-08-10 19:00:00,19,,AGT019
TKT101585,15630,2024-06-19 00:00:00,Payment,Medium,Closed,2024-06-21 18:00:00,66,3,AGT007
TKT101586,12127,2024-04-08 00:00:00,Returns,Medium,Resolved,2024-04-09 18:00:00,42,,AGT010
TKT101587,11896,2024-01-09 00:00:00,Product Query,High,Closed,2024-01-09 15:00:00,15,5,AGT018
TKT101588,14696,2024-07-28 00:00:00,Technical,High,Open,,,,AGT005
TKT101589,12040,2024-10-23 00:00:00,Other,Medium,Resolved,2024-10-24 20:00:00,44,,AGT010
TKT101590,14009,2024-01-20 00:00:00,Payment,High,In Progress,,,,AGT012
TKT101591,18310,2024-06-01 00:00:00,Other,Medium,Open,,,,AGT015
TKT101592,19443,2024-05-01 00:00:00,Returns,Low,Resolved,2024-05-02 17:00:00,41,,AGT012
TKT101593,11233,2024-02-23 00:00:00,Order Issue,Medium,Resolved,2024-02-24 11:00:00,35,,AGT002
TKT101594,17587,2024-04-21 00:00:00,Shipping,High,Open,,,,AGT016
TKT101595,16194,2024-02-07 00:00:00,Shipping,Low,Resolved,2024-02-12 15:00:00,135,,AGT004
TKT101596,17047,2024-10-30 00:00:00,Order Issue,Medium,Closed,2024-10-30 13:00:00,13,5,AGT005
TKT101597,11350,2024-10-24 00:00:00,Order Issue,High,Closed,2024-10-24 11:00:00,11,3,AGT012
TKT101598,17682,2024-08-21 00:00:00,Shipping,Low,Closed,2024-08-23 16:00:00,64,3,AGT020
TKT101599,10835,2024-10-15 00:00:00,Order Issue,Medium,Closed,2024-10-15 16:00:00,16,2,AGT020
TKT101600,11985,2024-05-29 00:00:00,Returns,Low,Closed,2024-06-02 01:00:00,97,5,AGT019
TKT101601,16782,2024-03-10 00:00:00,Technical,Low,In Progress,,,,AGT015
TKT101602,10080,2024-08-07 00:00:00,Order Issue,High,Closed,2024-08-07 22:00:00,22,3,AGT010
TKT101603,10349,2024-06-26 00:00:00,Returns,Low,Closed,2024-07-01 16:00:00,136,2,AGT020
TKT101604,19556,2024-06-12 00:00:00,Order Issue,Medium,Closed,2024-06-12 22:00:00,22,3,AGT010
TKT101605,11895,2024-08-16 00:00:00,Other,Low,Closed,2024-08-18 17:00:00,65,5,AGT007
TKT101606,12708,2024-04-01 00:00:00,Returns,Medium,Closed,2024-04-03 11:00:00,59,3,AGT013
TKT101607,17010,2024-06-18 00:00:00,Product Query,High,Closed,2024-06-18 16:00:00,16,5,AGT019
TKT101608,19769,2024-06-26 00:00:00,Shipping,Low,Open,,,,AGT018
TKT101609,17859,2024-03-03 00:00:00,Product Query,High,Closed,2024-03-03 16:00:00,16,5,AGT015
TKT101610,18016,2024-03-03 00:00:00,Product Query,Low,Closed,2024-03-07 04:00:00,100,1,AGT012
TKT101611,19024,2024-07-21 00:00:00,Shipping,Low,Resolved,2024-07-22 00:00:00,24,,AGT010
TKT101612,16492,2024-02-09 00:00:00,Payment,High,Closed,2024-02-09 15:00:00,15,3,AGT019
TKT101613,11118,2024-04-15 00:00:00,Order Issue,High,Closed,2024-04-15 16:00:00,16,5,AGT015
TKT101614,17222,2024-05-04 00:00:00,Returns,Medium,Closed,2024-05-06 23:00:00,71,1,AGT014
